Position,Track Name,Artist,Streams,date,region,spotify_id
27,I Would Like,Zara Larsson,1309,2017-01-06,lt,4Q4jmPHwu0wrJvqrld0FQ6
28,The Mack,Nevada,1307,2017-01-06,lt,7aV2mflaASUmGhCErm7kBO
29,By Your Side,Jonas Blue,1291,2017-01-06,lt,1D3ODoXHBLpdxolZRHWV1j
30,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1274,2017-01-06,lt,40UroIGvsMPLPBYwH8rMNA
31,My Way,Calvin Harris,1271,2017-01-06,lt,1vvNmPOiUuyCbgWmtc6yfm
32,Sunset Lover,Petit Biscuit,1255,2017-01-06,lt,0hNduWmlWmEmuwEFcYvRu1
33,Starving,Hailee Steinfeld,1248,2017-01-06,lt,1qOLh0tI7trd1zdDKxYZTe
34,Chantaje (feat. Maluma),Shakira,1247,2017-01-06,lt,6mICuAdrwEjh6Y6lroV2Kg
35,Weak,AJR,1222,2017-01-06,lt,3E2Zh20GDCR9B1EYjfXWyv
36,Romantic - NOTD Remix,Stanaj,1217,2017-01-06,lt,3SGWp9fJCzgK0WcpcKSQdy
37,24K Magic,Bruno Mars,1204,2017-01-06,lt,6b8Be6ljOzmkOmFslEb23P
38,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,1202,2017-01-06,lt,2wDjpPW3HZdA9quPPmZAMu
39,Heathens,Twenty One Pilots,1180,2017-01-06,lt,6i0V12jOa3mr6uu4WYhUBr
40,Solo Dance,Martin Jensen,1179,2017-01-06,lt,6HUnnBwYZqcED1eQztxMBN
41,Mercy,Shawn Mendes,1170,2017-01-06,lt,4TZy1wLyHec06pwgFYDh1a
42,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1169,2017-01-06,lt,6DNtNfH8hXkqOX1sjqmI7p
43,All Time Low,Jon Bellion,1168,2017-01-06,lt,1CnPYaKxTVb4LWOtiGOm0m
44,Side To Side,Ariana Grande,1095,2017-01-06,lt,4pLwZjInHj3SimIyN9SnOz
45,Scars To Your Beautiful,Alessia Cara,1069,2017-01-06,lt,0prNGof3XqfTvNDxHonvdK
46,Not Going Home,DVBBS,1051,2017-01-06,lt,042x9bsUBWW2fJgJ6fUh61
47,Say Something Loving,The xx,1020,2017-01-06,lt,728zbo72kOoYdGR3AhNsyF
48,Cheap Thrills,Sia,1016,2017-01-06,lt,27SdWb2rFzO6GWiYDBTD9j
49,Light,San Holo,1001,2017-01-06,lt,7zTx8ePYAmPFQuxP3xlXZn
1,Shape of You,Ed Sheeran,6427,2017-01-07,lt,7qiZfU4dY1lWllzX7mPBI3
2,Castle on the Hill,Ed Sheeran,3999,2017-01-07,lt,6PCUP3dWmTjcTtXY02oFdT
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2996,2017-01-07,lt,3NdDpSvN911VPGivFlV5d0
4,I Feel It Coming,The Weeknd,2945,2017-01-07,lt,5GXAXm5YOmYT0kL5jHvYBt
5,Starboy,The Weeknd,2821,2017-01-07,lt,5aAx2yezTd8zXrkmtKl66Z
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2425,2017-01-07,lt,5knuzwU65gJK7IF5yJsuaW
7,Closer,The Chainsmokers,2178,2017-01-07,lt,7BKLCZ1jbUBVqRi2FVlTVw
8,Call On Me - Ryan Riback Extended Remix,Starley,2117,2017-01-07,lt,78rIJddV4X0HkNAInEcYde
9,Don't Wanna Know,Maroon 5,2115,2017-01-07,lt,5MFzQMkrl1FOOng9tq6R9r
10,Let Me Love You,DJ Snake,2093,2017-01-07,lt,4pdPtRcBmOSQDlJ3Fk945m
11,Fake Love,Drake,1763,2017-01-07,lt,343YBumqHu19cGoGARUTsd
12,One Dance,Drake,1750,2017-01-07,lt,1xznGGDReH1oQq0xzbwXa3
13,Say You Won't Let Go,James Arthur,1719,2017-01-07,lt,5uCax9HTNlzGybIStD3vDh
14,Just Hold On,Steve Aoki,1662,2017-01-07,lt,3EmmCZoqpWOTY1g2GBwJoR
15,All We Know,The Chainsmokers,1594,2017-01-07,lt,2rizacJSyD9S1IQUxUxnsK
16,Hear Me Now,Alok,1575,2017-01-07,lt,1a5Yu5L18qNxVhXx38njON
17,Black Beatles,Rae Sremmurd,1574,2017-01-07,lt,6fujklziTHa8uoM5OQSfIo
18,Now and Later,Sage The Gemini,1572,2017-01-07,lt,43jBqV3j3Xi1g6wO0bhIMd
19,Bad Things (with Camila Cabello),Machine Gun Kelly,1570,2017-01-07,lt,1PSBzsahR2AKwLJgx8ehBj
20,All Night,The Vamps,1492,2017-01-07,lt,1yNyoWWWikbLhwIGWjZuDW
21,Tuesday,Burak Yeter,1478,2017-01-07,lt,7abpmGpF7PGep2rDU68GBR
22,In the Name of Love,Martin Garrix,1440,2017-01-07,lt,04DwTuZ2VBdJCCC5TROn7L
23,Shed a Light,Robin Schulz,1402,2017-01-07,lt,1cG0umU5TKStygKsPFZ9pY
24,Chantaje (feat. Maluma),Shakira,1293,2017-01-07,lt,6mICuAdrwEjh6Y6lroV2Kg
25,Love Me Now,John Legend,1278,2017-01-07,lt,6nxQdXa1uAL0rY72wPZu89
26,24K Magic,Bruno Mars,1275,2017-01-07,lt,6b8Be6ljOzmkOmFslEb23P
27,I Would Like,Zara Larsson,1267,2017-01-07,lt,4Q4jmPHwu0wrJvqrld0FQ6
28,Treat You Better,Shawn Mendes,1265,2017-01-07,lt,4Hf7WnR761jpxPr5D46Bcd
29,Alone,Alan Walker,1251,2017-01-07,lt,0JiVRyTJcJnmlwCZ854K4p
30,By Your Side,Jonas Blue,1247,2017-01-07,lt,1D3ODoXHBLpdxolZRHWV1j
31,Mercy,Shawn Mendes,1237,2017-01-07,lt,4TZy1wLyHec06pwgFYDh1a
32,"How Far I'll Go - From ""Moana""",Alessia Cara,1235,2017-01-07,lt,5hYTyyh2odQKphUbMqc5gN
33,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1206,2017-01-07,lt,6JV2JOEocMgcZxYSZelKcc
34,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1190,2017-01-07,lt,40UroIGvsMPLPBYwH8rMNA
35,All Time Low,Jon Bellion,1179,2017-01-07,lt,1CnPYaKxTVb4LWOtiGOm0m
36,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1151,2017-01-07,lt,6DNtNfH8hXkqOX1sjqmI7p
37,My Way,Calvin Harris,1149,2017-01-07,lt,1vvNmPOiUuyCbgWmtc6yfm
38,The Mack,Nevada,1129,2017-01-07,lt,7aV2mflaASUmGhCErm7kBO
39,Starving,Hailee Steinfeld,1127,2017-01-07,lt,1qOLh0tI7trd1zdDKxYZTe
40,Sunset Lover,Petit Biscuit,1121,2017-01-07,lt,0hNduWmlWmEmuwEFcYvRu1
41,Scars To Your Beautiful,Alessia Cara,1103,2017-01-07,lt,0prNGof3XqfTvNDxHonvdK
42,Side To Side,Ariana Grande,1098,2017-01-07,lt,4pLwZjInHj3SimIyN9SnOz
43,Heathens,Twenty One Pilots,1093,2017-01-07,lt,6i0V12jOa3mr6uu4WYhUBr
44,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,1069,2017-01-07,lt,2wDjpPW3HZdA9quPPmZAMu
45,Don't Let Me Down,The Chainsmokers,1065,2017-01-07,lt,0QsvXIfqM0zZoerQfsI9lm
46,Cheap Thrills,Sia,1062,2017-01-07,lt,27SdWb2rFzO6GWiYDBTD9j
47,Weak,AJR,1046,2017-01-07,lt,3E2Zh20GDCR9B1EYjfXWyv
48,Solo Dance,Martin Jensen,1014,2017-01-07,lt,6HUnnBwYZqcED1eQztxMBN
1,Shape of You,Ed Sheeran,6778,2017-01-08,lt,7qiZfU4dY1lWllzX7mPBI3
2,Castle on the Hill,Ed Sheeran,3893,2017-01-08,lt,6PCUP3dWmTjcTtXY02oFdT
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2868,2017-01-08,lt,3NdDpSvN911VPGivFlV5d0
4,Starboy,The Weeknd,2576,2017-01-08,lt,5aAx2yezTd8zXrkmtKl66Z
5,I Feel It Coming,The Weeknd,2503,2017-01-08,lt,5GXAXm5YOmYT0kL5jHvYBt
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2312,2017-01-08,lt,5knuzwU65gJK7IF5yJsuaW
7,Call On Me - Ryan Riback Extended Remix,Starley,2041,2017-01-08,lt,78rIJddV4X0HkNAInEcYde
8,Don't Wanna Know,Maroon 5,1803,2017-01-08,lt,5MFzQMkrl1FOOng9tq6R9r
9,Say You Won't Let Go,James Arthur,1660,2017-01-08,lt,5uCax9HTNlzGybIStD3vDh
10,Hear Me Now,Alok,1558,2017-01-08,lt,1a5Yu5L18qNxVhXx38njON
11,Just Hold On,Steve Aoki,1558,2017-01-08,lt,3EmmCZoqpWOTY1g2GBwJoR
12,Fake Love,Drake,1550,2017-01-08,lt,343YBumqHu19cGoGARUTsd
13,Closer,The Chainsmokers,1548,2017-01-08,lt,7BKLCZ1jbUBVqRi2FVlTVw
14,Bad Things (with Camila Cabello),Machine Gun Kelly,1460,2017-01-08,lt,1PSBzsahR2AKwLJgx8ehBj
15,All Night,The Vamps,1424,2017-01-08,lt,1yNyoWWWikbLhwIGWjZuDW
16,Let Me Love You,DJ Snake,1418,2017-01-08,lt,4pdPtRcBmOSQDlJ3Fk945m
17,Now and Later,Sage The Gemini,1412,2017-01-08,lt,43jBqV3j3Xi1g6wO0bhIMd
18,All We Know,The Chainsmokers,1372,2017-01-08,lt,2rizacJSyD9S1IQUxUxnsK
19,Black Beatles,Rae Sremmurd,1328,2017-01-08,lt,6fujklziTHa8uoM5OQSfIo
20,Love Me Now,John Legend,1222,2017-01-08,lt,6nxQdXa1uAL0rY72wPZu89
21,Tuesday,Burak Yeter,1206,2017-01-08,lt,7abpmGpF7PGep2rDU68GBR
22,Shed a Light,Robin Schulz,1202,2017-01-08,lt,1cG0umU5TKStygKsPFZ9pY
23,"How Far I'll Go - From ""Moana""",Alessia Cara,1186,2017-01-08,lt,5hYTyyh2odQKphUbMqc5gN
24,Chantaje (feat. Maluma),Shakira,1173,2017-01-08,lt,6mICuAdrwEjh6Y6lroV2Kg
25,One Dance,Drake,1166,2017-01-08,lt,1xznGGDReH1oQq0xzbwXa3
26,Sunset Lover,Petit Biscuit,1166,2017-01-08,lt,0hNduWmlWmEmuwEFcYvRu1
27,Alone,Alan Walker,1156,2017-01-08,lt,0JiVRyTJcJnmlwCZ854K4p
28,I Would Like,Zara Larsson,1147,2017-01-08,lt,4Q4jmPHwu0wrJvqrld0FQ6
29,By Your Side,Jonas Blue,1141,2017-01-08,lt,1D3ODoXHBLpdxolZRHWV1j
30,All Time Low,Jon Bellion,1105,2017-01-08,lt,1CnPYaKxTVb4LWOtiGOm0m
31,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1091,2017-01-08,lt,40UroIGvsMPLPBYwH8rMNA
32,Mercy,Shawn Mendes,1088,2017-01-08,lt,4TZy1wLyHec06pwgFYDh1a
33,Solo Dance,Martin Jensen,1061,2017-01-08,lt,6HUnnBwYZqcED1eQztxMBN
34,Photograph,Ed Sheeran,1059,2017-01-08,lt,6fxVffaTuwjgEk5h9QyRjy
35,In the Name of Love,Martin Garrix,1052,2017-01-08,lt,04DwTuZ2VBdJCCC5TROn7L
1,Shape of You,Ed Sheeran,6926,2017-01-09,lt,7qiZfU4dY1lWllzX7mPBI3
2,Castle on the Hill,Ed Sheeran,3801,2017-01-09,lt,6PCUP3dWmTjcTtXY02oFdT
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3175,2017-01-09,lt,3NdDpSvN911VPGivFlV5d0
4,Starboy,The Weeknd,2698,2017-01-09,lt,5aAx2yezTd8zXrkmtKl66Z
5,I Feel It Coming,The Weeknd,2576,2017-01-09,lt,5GXAXm5YOmYT0kL5jHvYBt
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2430,2017-01-09,lt,5knuzwU65gJK7IF5yJsuaW
7,Call On Me - Ryan Riback Extended Remix,Starley,2144,2017-01-09,lt,78rIJddV4X0HkNAInEcYde
8,Don't Wanna Know,Maroon 5,1824,2017-01-09,lt,5MFzQMkrl1FOOng9tq6R9r
9,Just Hold On,Steve Aoki,1729,2017-01-09,lt,3EmmCZoqpWOTY1g2GBwJoR
10,Say You Won't Let Go,James Arthur,1676,2017-01-09,lt,5uCax9HTNlzGybIStD3vDh
11,Fake Love,Drake,1614,2017-01-09,lt,343YBumqHu19cGoGARUTsd
12,Bad Things (with Camila Cabello),Machine Gun Kelly,1614,2017-01-09,lt,1PSBzsahR2AKwLJgx8ehBj
13,Closer,The Chainsmokers,1550,2017-01-09,lt,7BKLCZ1jbUBVqRi2FVlTVw
14,All Night,The Vamps,1508,2017-01-09,lt,1yNyoWWWikbLhwIGWjZuDW
15,Hear Me Now,Alok,1488,2017-01-09,lt,1a5Yu5L18qNxVhXx38njON
16,Now and Later,Sage The Gemini,1485,2017-01-09,lt,43jBqV3j3Xi1g6wO0bhIMd
17,Black Beatles,Rae Sremmurd,1477,2017-01-09,lt,6fujklziTHa8uoM5OQSfIo
18,Love Me Now,John Legend,1434,2017-01-09,lt,6nxQdXa1uAL0rY72wPZu89
19,All We Know,The Chainsmokers,1406,2017-01-09,lt,2rizacJSyD9S1IQUxUxnsK
20,Tuesday,Burak Yeter,1342,2017-01-09,lt,7abpmGpF7PGep2rDU68GBR
21,"How Far I'll Go - From ""Moana""",Alessia Cara,1334,2017-01-09,lt,5hYTyyh2odQKphUbMqc5gN
22,Let Me Love You,DJ Snake,1318,2017-01-09,lt,4pdPtRcBmOSQDlJ3Fk945m
23,Sunset Lover,Petit Biscuit,1317,2017-01-09,lt,0hNduWmlWmEmuwEFcYvRu1
24,Shed a Light,Robin Schulz,1288,2017-01-09,lt,1cG0umU5TKStygKsPFZ9pY
25,Chantaje (feat. Maluma),Shakira,1270,2017-01-09,lt,6mICuAdrwEjh6Y6lroV2Kg
26,By Your Side,Jonas Blue,1269,2017-01-09,lt,1D3ODoXHBLpdxolZRHWV1j
27,Alone,Alan Walker,1214,2017-01-09,lt,0JiVRyTJcJnmlwCZ854K4p
28,I Would Like,Zara Larsson,1200,2017-01-09,lt,4Q4jmPHwu0wrJvqrld0FQ6
29,All Time Low,Jon Bellion,1191,2017-01-09,lt,1CnPYaKxTVb4LWOtiGOm0m
30,Solo Dance,Martin Jensen,1155,2017-01-09,lt,6HUnnBwYZqcED1eQztxMBN
31,Weak,AJR,1111,2017-01-09,lt,3E2Zh20GDCR9B1EYjfXWyv
32,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1095,2017-01-09,lt,40UroIGvsMPLPBYwH8rMNA
33,Mercy,Shawn Mendes,1079,2017-01-09,lt,4TZy1wLyHec06pwgFYDh1a
34,Not Going Home,DVBBS,1069,2017-01-09,lt,042x9bsUBWW2fJgJ6fUh61
35,One Dance,Drake,1037,2017-01-09,lt,1xznGGDReH1oQq0xzbwXa3
36,Photograph,Ed Sheeran,1030,2017-01-09,lt,6fxVffaTuwjgEk5h9QyRjy
37,The Mack,Nevada,1009,2017-01-09,lt,7aV2mflaASUmGhCErm7kBO
1,Shape of You,Ed Sheeran,7009,2017-01-10,lt,7qiZfU4dY1lWllzX7mPBI3
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3684,2017-01-10,lt,3NdDpSvN911VPGivFlV5d0
3,Castle on the Hill,Ed Sheeran,3465,2017-01-10,lt,6PCUP3dWmTjcTtXY02oFdT
4,I Feel It Coming,The Weeknd,2898,2017-01-10,lt,5GXAXm5YOmYT0kL5jHvYBt
5,Starboy,The Weeknd,2818,2017-01-10,lt,5aAx2yezTd8zXrkmtKl66Z
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2599,2017-01-10,lt,5knuzwU65gJK7IF5yJsuaW
7,Call On Me - Ryan Riback Extended Remix,Starley,2371,2017-01-10,lt,78rIJddV4X0HkNAInEcYde
8,Don't Wanna Know,Maroon 5,2116,2017-01-10,lt,5MFzQMkrl1FOOng9tq6R9r
9,Just Hold On,Steve Aoki,1987,2017-01-10,lt,3EmmCZoqpWOTY1g2GBwJoR
10,All Night,The Vamps,1951,2017-01-10,lt,1yNyoWWWikbLhwIGWjZuDW
11,Say You Won't Let Go,James Arthur,1929,2017-01-10,lt,5uCax9HTNlzGybIStD3vDh
12,Bad Things (with Camila Cabello),Machine Gun Kelly,1913,2017-01-10,lt,1PSBzsahR2AKwLJgx8ehBj
13,Hear Me Now,Alok,1775,2017-01-10,lt,1a5Yu5L18qNxVhXx38njON
14,Fake Love,Drake,1775,2017-01-10,lt,343YBumqHu19cGoGARUTsd
15,"How Far I'll Go - From ""Moana""",Alessia Cara,1732,2017-01-10,lt,5hYTyyh2odQKphUbMqc5gN
16,Now and Later,Sage The Gemini,1715,2017-01-10,lt,43jBqV3j3Xi1g6wO0bhIMd
17,All We Know,The Chainsmokers,1705,2017-01-10,lt,2rizacJSyD9S1IQUxUxnsK
18,All Time Low,Jon Bellion,1599,2017-01-10,lt,1CnPYaKxTVb4LWOtiGOm0m
19,Shed a Light,Robin Schulz,1556,2017-01-10,lt,1cG0umU5TKStygKsPFZ9pY
20,Love Me Now,John Legend,1532,2017-01-10,lt,6nxQdXa1uAL0rY72wPZu89
21,Closer,The Chainsmokers,1531,2017-01-10,lt,7BKLCZ1jbUBVqRi2FVlTVw
22,Sunset Lover,Petit Biscuit,1513,2017-01-10,lt,0hNduWmlWmEmuwEFcYvRu1
23,I Would Like,Zara Larsson,1466,2017-01-10,lt,4Q4jmPHwu0wrJvqrld0FQ6
24,Let Me Love You,DJ Snake,1421,2017-01-10,lt,4pdPtRcBmOSQDlJ3Fk945m
25,Weak,AJR,1419,2017-01-10,lt,3E2Zh20GDCR9B1EYjfXWyv
26,Chantaje (feat. Maluma),Shakira,1415,2017-01-10,lt,6mICuAdrwEjh6Y6lroV2Kg
27,Black Beatles,Rae Sremmurd,1414,2017-01-10,lt,6fujklziTHa8uoM5OQSfIo
28,By Your Side,Jonas Blue,1414,2017-01-10,lt,1D3ODoXHBLpdxolZRHWV1j
29,Mercy,Shawn Mendes,1363,2017-01-10,lt,4TZy1wLyHec06pwgFYDh1a
30,Solo Dance,Martin Jensen,1358,2017-01-10,lt,6HUnnBwYZqcED1eQztxMBN
31,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1346,2017-01-10,lt,40UroIGvsMPLPBYwH8rMNA
32,Tuesday,Burak Yeter,1345,2017-01-10,lt,7abpmGpF7PGep2rDU68GBR
33,Not Going Home,DVBBS,1340,2017-01-10,lt,042x9bsUBWW2fJgJ6fUh61
34,Alone,Alan Walker,1224,2017-01-10,lt,0JiVRyTJcJnmlwCZ854K4p
35,Lighthouse - Andrelli Remix,Hearts & Colors,1223,2017-01-10,lt,04CttTezSnv71USiiG9mIo
36,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,1194,2017-01-10,lt,2wDjpPW3HZdA9quPPmZAMu
37,Scars To Your Beautiful,Alessia Cara,1174,2017-01-10,lt,0prNGof3XqfTvNDxHonvdK
38,I Got You,Bebe Rexha,1117,2017-01-10,lt,1FUViuNSldssMIawrOXF2i
39,Dynamite (feat. Pretty Sister),Nause,1109,2017-01-10,lt,2Ae5awwKvQpTBKQHr1TYCg
40,Lot to Learn,Luke Christopher,1095,2017-01-10,lt,3TRFq09DUgYj1mug6RRqJW
41,Light,San Holo,1076,2017-01-10,lt,7zTx8ePYAmPFQuxP3xlXZn
42,Some Kind Of Drug,G-Eazy,1063,2017-01-10,lt,1Bqxj0aH5KewYHKUg1IdrF
43,One Dance,Drake,1055,2017-01-10,lt,1xznGGDReH1oQq0xzbwXa3
44,Make Me (Cry),Noah Cyrus,1050,2017-01-10,lt,2BrzlUj1u1CtvaJDGIKpsP
45,24K Magic,Bruno Mars,1041,2017-01-10,lt,6b8Be6ljOzmkOmFslEb23P
46,It's Gotta Be You,Isaiah,1007,2017-01-10,lt,6cAKeFFYW2aClZSUyvqAEW
1,Shape of You,Ed Sheeran,6432,2017-01-11,lt,7qiZfU4dY1lWllzX7mPBI3
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3450,2017-01-11,lt,3NdDpSvN911VPGivFlV5d0
3,Castle on the Hill,Ed Sheeran,3326,2017-01-11,lt,6PCUP3dWmTjcTtXY02oFdT
4,I Feel It Coming,The Weeknd,3103,2017-01-11,lt,5GXAXm5YOmYT0kL5jHvYBt
5,Starboy,The Weeknd,2957,2017-01-11,lt,5aAx2yezTd8zXrkmtKl66Z
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2656,2017-01-11,lt,5knuzwU65gJK7IF5yJsuaW
7,Call On Me - Ryan Riback Extended Remix,Starley,2340,2017-01-11,lt,78rIJddV4X0HkNAInEcYde
8,Just Hold On,Steve Aoki,1975,2017-01-11,lt,3EmmCZoqpWOTY1g2GBwJoR
9,Don't Wanna Know,Maroon 5,1973,2017-01-11,lt,5MFzQMkrl1FOOng9tq6R9r
10,Say You Won't Let Go,James Arthur,1835,2017-01-11,lt,5uCax9HTNlzGybIStD3vDh
11,Fake Love,Drake,1799,2017-01-11,lt,343YBumqHu19cGoGARUTsd
12,All Night,The Vamps,1788,2017-01-11,lt,1yNyoWWWikbLhwIGWjZuDW
13,All We Know,The Chainsmokers,1754,2017-01-11,lt,2rizacJSyD9S1IQUxUxnsK
14,Bad Things (with Camila Cabello),Machine Gun Kelly,1734,2017-01-11,lt,1PSBzsahR2AKwLJgx8ehBj
15,Closer,The Chainsmokers,1664,2017-01-11,lt,7BKLCZ1jbUBVqRi2FVlTVw
16,Hear Me Now,Alok,1613,2017-01-11,lt,1a5Yu5L18qNxVhXx38njON
17,Sunset Lover,Petit Biscuit,1600,2017-01-11,lt,0hNduWmlWmEmuwEFcYvRu1
18,Shed a Light,Robin Schulz,1588,2017-01-11,lt,1cG0umU5TKStygKsPFZ9pY
19,Now and Later,Sage The Gemini,1574,2017-01-11,lt,43jBqV3j3Xi1g6wO0bhIMd
20,Let Me Love You,DJ Snake,1574,2017-01-11,lt,4pdPtRcBmOSQDlJ3Fk945m
21,"How Far I'll Go - From ""Moana""",Alessia Cara,1482,2017-01-11,lt,5hYTyyh2odQKphUbMqc5gN
22,Black Beatles,Rae Sremmurd,1468,2017-01-11,lt,6fujklziTHa8uoM5OQSfIo
23,Love Me Now,John Legend,1435,2017-01-11,lt,6nxQdXa1uAL0rY72wPZu89
24,Tuesday,Burak Yeter,1391,2017-01-11,lt,7abpmGpF7PGep2rDU68GBR
25,Chantaje (feat. Maluma),Shakira,1385,2017-01-11,lt,6mICuAdrwEjh6Y6lroV2Kg
26,By Your Side,Jonas Blue,1348,2017-01-11,lt,1D3ODoXHBLpdxolZRHWV1j
27,All Time Low,Jon Bellion,1311,2017-01-11,lt,1CnPYaKxTVb4LWOtiGOm0m
28,Alone,Alan Walker,1308,2017-01-11,lt,0JiVRyTJcJnmlwCZ854K4p
29,Solo Dance,Martin Jensen,1299,2017-01-11,lt,6HUnnBwYZqcED1eQztxMBN
30,I Would Like,Zara Larsson,1294,2017-01-11,lt,4Q4jmPHwu0wrJvqrld0FQ6
31,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1279,2017-01-11,lt,40UroIGvsMPLPBYwH8rMNA
32,Mercy,Shawn Mendes,1229,2017-01-11,lt,4TZy1wLyHec06pwgFYDh1a
33,Weak,AJR,1215,2017-01-11,lt,3E2Zh20GDCR9B1EYjfXWyv
34,Starving,Hailee Steinfeld,1174,2017-01-11,lt,1qOLh0tI7trd1zdDKxYZTe
35,Not Going Home,DVBBS,1141,2017-01-11,lt,042x9bsUBWW2fJgJ6fUh61
36,One Dance,Drake,1137,2017-01-11,lt,1xznGGDReH1oQq0xzbwXa3
37,24K Magic,Bruno Mars,1106,2017-01-11,lt,6b8Be6ljOzmkOmFslEb23P
38,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,1097,2017-01-11,lt,2wDjpPW3HZdA9quPPmZAMu
39,Scars To Your Beautiful,Alessia Cara,1092,2017-01-11,lt,0prNGof3XqfTvNDxHonvdK
40,In the Name of Love,Martin Garrix,1074,2017-01-11,lt,04DwTuZ2VBdJCCC5TROn7L
41,My Way,Calvin Harris,1069,2017-01-11,lt,1vvNmPOiUuyCbgWmtc6yfm
42,Lighthouse - Andrelli Remix,Hearts & Colors,1051,2017-01-11,lt,04CttTezSnv71USiiG9mIo
43,I Got You,Bebe Rexha,1035,2017-01-11,lt,1FUViuNSldssMIawrOXF2i
44,Don't Leave,Snakehips,1021,2017-01-11,lt,0Zx8khUcEfCFK2AEoIhC92
45,Dynamite (feat. Pretty Sister),Nause,1008,2017-01-11,lt,2Ae5awwKvQpTBKQHr1TYCg
46,Make Me (Cry),Noah Cyrus,1007,2017-01-11,lt,2BrzlUj1u1CtvaJDGIKpsP
1,Shape of You,Ed Sheeran,6796,2017-01-12,lt,7qiZfU4dY1lWllzX7mPBI3
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3664,2017-01-12,lt,3NdDpSvN911VPGivFlV5d0
3,Starboy,The Weeknd,3430,2017-01-12,lt,5aAx2yezTd8zXrkmtKl66Z
4,Castle on the Hill,Ed Sheeran,3339,2017-01-12,lt,6PCUP3dWmTjcTtXY02oFdT
5,I Feel It Coming,The Weeknd,3204,2017-01-12,lt,5GXAXm5YOmYT0kL5jHvYBt
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2645,2017-01-12,lt,5knuzwU65gJK7IF5yJsuaW
7,Call On Me - Ryan Riback Extended Remix,Starley,2366,2017-01-12,lt,78rIJddV4X0HkNAInEcYde
8,Don't Wanna Know,Maroon 5,2078,2017-01-12,lt,5MFzQMkrl1FOOng9tq6R9r
9,Say You Won't Let Go,James Arthur,1874,2017-01-12,lt,5uCax9HTNlzGybIStD3vDh
10,Just Hold On,Steve Aoki,1850,2017-01-12,lt,3EmmCZoqpWOTY1g2GBwJoR
11,Bad Things (with Camila Cabello),Machine Gun Kelly,1838,2017-01-12,lt,1PSBzsahR2AKwLJgx8ehBj
12,All Night,The Vamps,1828,2017-01-12,lt,1yNyoWWWikbLhwIGWjZuDW
13,Fake Love,Drake,1810,2017-01-12,lt,343YBumqHu19cGoGARUTsd
14,Hear Me Now,Alok,1758,2017-01-12,lt,1a5Yu5L18qNxVhXx38njON
15,All We Know,The Chainsmokers,1692,2017-01-12,lt,2rizacJSyD9S1IQUxUxnsK
16,Now and Later,Sage The Gemini,1642,2017-01-12,lt,43jBqV3j3Xi1g6wO0bhIMd
17,Closer,The Chainsmokers,1625,2017-01-12,lt,7BKLCZ1jbUBVqRi2FVlTVw
18,Sunset Lover,Petit Biscuit,1571,2017-01-12,lt,0hNduWmlWmEmuwEFcYvRu1
19,Love Me Now,John Legend,1534,2017-01-12,lt,6nxQdXa1uAL0rY72wPZu89
20,Shed a Light,Robin Schulz,1528,2017-01-12,lt,1cG0umU5TKStygKsPFZ9pY
21,Let Me Love You,DJ Snake,1517,2017-01-12,lt,4pdPtRcBmOSQDlJ3Fk945m
22,"How Far I'll Go - From ""Moana""",Alessia Cara,1507,2017-01-12,lt,5hYTyyh2odQKphUbMqc5gN
